,0,1,2,3
348,0.18,0.8,27,0
349,0.18,0.81,27,0
350,0.18,0.82,27,0
351,0.18,0.83,27,0
352,0.18,0.84,27,0
353,0.18,0.85,27,0
354,0.18,0.86,27,0
355,0.18,0.87,27,0
356,0.18,0.88,27,0
357,0.18,0.89,27,0
358,0.18,0.9,27,0
359,0.18,0.91,27,0
360,0.18,0.92,27,0
361,0.18,0.93,27,0
362,0.18,0.94,27,0
363,0.18,0.95,27,0
364,0.18,0.96,27,0
365,0.18,0.97,27,0
366,0.18,0.98,27,0
367,0.18,0.99,27,0
368,0.18,1.0,27,0
369,0.19,0.6,25,5
370,0.19,0.61,25,5
371,0.19,0.62,25,5
372,0.19,0.63,25,5
373,0.19,0.64,25,5
374,0.19,0.65,25,3
375,0.19,0.66,25,3
376,0.19,0.67,25,2
377,0.19,0.68,25,2
378,0.19,0.69,25,2
379,0.19,0.7,25,2
380,0.19,0.71,25,2
381,0.19,0.72,25,2
382,0.19,0.73,25,2
383,0.19,0.74,25,2
384,0.19,0.75,25,1
385,0.19,0.76,25,1
386,0.19,0.77,25,0
387,0.19,0.78,25,0
388,0.19,0.79,25,0
389,0.19,0.8,25,0
390,0.19,0.81,25,0
391,0.19,0.82,25,0
392,0.19,0.83,25,0
393,0.19,0.84,25,0
394,0.19,0.85,25,0
395,0.19,0.86,25,0
396,0.19,0.87,25,0
397,0.19,0.88,25,0
398,0.19,0.89,25,0
399,0.19,0.9,25,0
400,0.19,0.91,25,0
401,0.19,0.92,25,0
402,0.19,0.93,25,0
403,0.19,0.94,25,0
404,0.19,0.95,25,0
405,0.19,0.96,25,0
406,0.19,0.97,25,0
407,0.19,0.98,25,0
408,0.19,0.99,25,0
409,0.19,1.0,25,0
410,0.2,0.6,24,3
411,0.2,0.61,24,3
412,0.2,0.62,24,3
413,0.2,0.63,24,3
414,0.2,0.64,24,3
415,0.2,0.65,24,1
416,0.2,0.66,24,1
417,0.2,0.67,24,1
418,0.2,0.68,24,1
419,0.2,0.69,24,1
420,0.2,0.7,24,1
421,0.2,0.71,24,1
422,0.2,0.72,24,1
423,0.2,0.73,24,1
424,0.2,0.74,24,1
425,0.2,0.75,24,0
426,0.2,0.76,24,0
427,0.2,0.77,24,0
428,0.2,0.78,24,0
429,0.2,0.79,24,0
430,0.2,0.8,24,0
431,0.2,0.81,24,0
432,0.2,0.82,24,0
433,0.2,0.83,24,0
434,0.2,0.84,24,0
435,0.2,0.85,24,0
436,0.2,0.86,24,0
437,0.2,0.87,24,0
438,0.2,0.88,24,0
439,0.2,0.89,24,0
440,0.2,0.9,24,0
441,0.2,0.91,24,0
442,0.2,0.92,24,0
443,0.2,0.93,24,0
444,0.2,0.94,24,0
445,0.2,0.95,24,0
446,0.2,0.96,24,0
447,0.2,0.97,24,0
448,0.2,0.98,24,0
449,0.2,0.99,24,0
450,0.2,1.0,24,0
451,0.21,0.6,23,3
452,0.21,0.61,23,3
453,0.21,0.62,23,3
454,0.21,0.63,23,3
455,0.21,0.64,23,3
456,0.21,0.65,23,1
457,0.21,0.66,23,1
458,0.21,0.67,23,1
459,0.21,0.68,23,1
460,0.21,0.69,23,1
461,0.21,0.7,23,1
462,0.21,0.71,23,1
463,0.21,0.72,23,1
464,0.21,0.73,23,1
465,0.21,0.74,23,1
466,0.21,0.75,23,0
467,0.21,0.76,23,0
468,0.21,0.77,23,0
469,0.21,0.78,23,0
470,0.21,0.79,23,0
471,0.21,0.8,23,0
472,0.21,0.81,23,0
473,0.21,0.82,23,0
474,0.21,0.83,23,0
475,0.21,0.84,23,0
476,0.21,0.85,23,0
477,0.21,0.86,23,0
478,0.21,0.87,23,0
479,0.21,0.88,23,0
480,0.21,0.89,23,0
481,0.21,0.9,23,0
482,0.21,0.91,23,0
483,0.21,0.92,23,0
484,0.21,0.93,23,0
485,0.21,0.94,23,0
486,0.21,0.95,23,0
487,0.21,0.96,23,0
488,0.21,0.97,23,0
489,0.21,0.98,23,0
490,0.21,0.99,23,0
491,0.21,1.0,23,0
492,0.22,0.6,21,3
493,0.22,0.61,21,3
494,0.22,0.62,21,3
495,0.22,0.63,21,3
496,0.22,0.64,21,3
497,0.22,0.65,21,1
498,0.22,0.66,21,1
499,0.22,0.67,21,1
500,0.22,0.68,21,1
501,0.22,0.69,21,1
502,0.22,0.7,21,1
503,0.22,0.71,21,1
504,0.22,0.72,21,1
505,0.22,0.73,21,1
506,0.22,0.74,21,1
507,0.22,0.75,21,0
508,0.22,0.76,21,0
509,0.22,0.77,21,0
510,0.22,0.78,21,0
511,0.22,0.79,21,0
512,0.22,0.8,21,0
513,0.22,0.81,21,0
514,0.22,0.82,21,0
515,0.22,0.83,21,0
516,0.22,0.84,21,0
517,0.22,0.85,21,0
518,0.22,0.86,21,0
519,0.22,0.87,21,0
520,0.22,0.88,21,0
521,0.22,0.89,21,0
522,0.22,0.9,21,0
523,0.22,0.91,21,0
524,0.22,0.92,21,0
525,0.22,0.93,21,0
526,0.22,0.94,21,0
527,0.22,0.95,21,0
528,0.22,0.96,21,0
529,0.22,0.97,21,0
530,0.22,0.98,21,0
531,0.22,0.99,21,0
532,0.22,1.0,21,0
533,0.23,0.6,17,3
534,0.23,0.61,17,3
535,0.23,0.62,17,3
536,0.23,0.63,17,3
537,0.23,0.64,17,3
538,0.23,0.65,17,1
539,0.23,0.66,17,1
540,0.23,0.67,17,1
541,0.23,0.68,17,1
542,0.23,0.69,17,1
543,0.23,0.7,17,1
544,0.23,0.71,17,1
545,0.23,0.72,17,1
546,0.23,0.73,17,1
547,0.23,0.74,17,1
548,0.23,0.75,17,0
549,0.23,0.76,17,0
550,0.23,0.77,17,0
551,0.23,0.78,17,0
552,0.23,0.79,17,0
553,0.23,0.8,17,0
554,0.23,0.81,17,0
555,0.23,0.82,17,0
556,0.23,0.83,17,0
557,0.23,0.84,17,0
558,0.23,0.85,17,0
559,0.23,0.86,17,0
560,0.23,0.87,17,0
561,0.23,0.88,17,0
562,0.23,0.89,17,0
563,0.23,0.9,17,0
564,0.23,0.91,17,0
565,0.23,0.92,17,0
566,0.23,0.93,17,0
567,0.23,0.94,17,0
568,0.23,0.95,17,0
569,0.23,0.96,17,0
570,0.23,0.97,17,0
571,0.23,0.98,17,0
572,0.23,0.99,17,0
573,0.23,1.0,17,0
574,0.24,0.6,16,3
575,0.24,0.61,16,3
576,0.24,0.62,16,3
577,0.24,0.63,16,3
578,0.24,0.64,16,3
579,0.24,0.65,16,1
580,0.24,0.66,16,1
581,0.24,0.67,16,1
582,0.24,0.68,16,1
583,0.24,0.69,16,1
584,0.24,0.7,16,1
585,0.24,0.71,16,1
586,0.24,0.72,16,1
587,0.24,0.73,16,1
588,0.24,0.74,16,1
589,0.24,0.75,16,0
590,0.24,0.76,16,0
591,0.24,0.77,16,0
592,0.24,0.78,16,0
593,0.24,0.79,16,0
594,0.24,0.8,16,0
595,0.24,0.81,16,0
596,0.24,0.82,16,0
597,0.24,0.83,16,0
598,0.24,0.84,16,0
599,0.24,0.85,16,0
600,0.24,0.86,16,0
601,0.24,0.87,16,0
602,0.24,0.88,16,0
603,0.24,0.89,16,0
604,0.24,0.9,16,0
605,0.24,0.91,16,0
606,0.24,0.92,16,0
607,0.24,0.93,16,0
608,0.24,0.94,16,0
609,0.24,0.95,16,0
610,0.24,0.96,16,0
611,0.24,0.97,16,0
612,0.24,0.98,16,0
613,0.24,0.99,16,0
614,0.24,1.0,16,0
615,0.25,0.6,14,2
616,0.25,0.61,14,2
617,0.25,0.62,14,2
618,0.25,0.63,14,2
619,0.25,0.64,14,2
620,0.25,0.65,14,1
621,0.25,0.66,14,1
622,0.25,0.67,14,1
623,0.25,0.68,14,1
624,0.25,0.69,14,1
625,0.25,0.7,14,1
626,0.25,0.71,14,1
627,0.25,0.72,14,1
628,0.25,0.73,14,1
629,0.25,0.74,14,1
630,0.25,0.75,14,0
631,0.25,0.76,14,0
632,0.25,0.77,14,0
633,0.25,0.78,14,0
634,0.25,0.79,14,0
635,0.25,0.8,14,0
636,0.25,0.81,14,0
637,0.25,0.82,14,0
638,0.25,0.83,14,0
639,0.25,0.84,14,0
640,0.25,0.85,14,0
641,0.25,0.86,14,0
642,0.25,0.87,14,0
643,0.25,0.88,14,0
644,0.25,0.89,14,0
645,0.25,0.9,14,0
646,0.25,0.91,14,0
647,0.25,0.92,14,0
648,0.25,0.93,14,0
649,0.25,0.94,14,0
650,0.25,0.95,14,0
651,0.25,0.96,14,0
652,0.25,0.97,14,0
653,0.25,0.98,14,0
654,0.25,0.99,14,0
655,0.25,1.0,14,0
656,0.26,0.6,11,1
657,0.26,0.61,11,1
658,0.26,0.62,11,1
659,0.26,0.63,11,1
660,0.26,0.64,11,1
661,0.26,0.65,11,1
662,0.26,0.66,11,1
663,0.26,0.67,11,1
664,0.26,0.68,11,1
665,0.26,0.69,11,1
666,0.26,0.7,11,1
667,0.26,0.71,11,1
668,0.26,0.72,11,1
669,0.26,0.73,11,1
670,0.26,0.74,11,1
671,0.26,0.75,11,0
672,0.26,0.76,11,0
673,0.26,0.77,11,0
674,0.26,0.78,11,0
675,0.26,0.79,11,0
676,0.26,0.8,11,0
677,0.26,0.81,11,0
678,0.26,0.82,11,0
679,0.26,0.83,11,0
680,0.26,0.84,11,0
681,0.26,0.85,11,0
682,0.26,0.86,11,0
683,0.26,0.87,11,0
684,0.26,0.88,11,0
685,0.26,0.89,11,0
686,0.26,0.9,11,0
687,0.26,0.91,11,0
688,0.26,0.92,11,0
689,0.26,0.93,11,0
690,0.26,0.94,11,0
691,0.26,0.95,11,0
692,0.26,0.96,11,0
693,0.26,0.97,11,0
694,0.26,0.98,11,0
695,0.26,0.99,11,0
696,0.26,1.0,11,0
697,0.27,0.6,11,1
698,0.27,0.61,11,1
699,0.27,0.62,11,1
700,0.27,0.63,11,1
701,0.27,0.64,11,1
702,0.27,0.65,11,1
703,0.27,0.66,11,1
704,0.27,0.67,11,1
705,0.27,0.68,11,1
706,0.27,0.69,11,1
707,0.27,0.7,11,1
708,0.27,0.71,11,1
709,0.27,0.72,11,1
710,0.27,0.73,11,1
711,0.27,0.74,11,1
712,0.27,0.75,11,0
713,0.27,0.76,11,0
714,0.27,0.77,11,0
715,0.27,0.78,11,0
716,0.27,0.79,11,0
717,0.27,0.8,11,0
718,0.27,0.81,11,0
719,0.27,0.82,11,0
720,0.27,0.83,11,0
721,0.27,0.84,11,0
722,0.27,0.85,11,0
723,0.27,0.86,11,0
724,0.27,0.87,11,0
725,0.27,0.88,11,0
726,0.27,0.89,11,0
727,0.27,0.9,11,0
728,0.27,0.91,11,0
729,0.27,0.92,11,0
730,0.27,0.93,11,0
731,0.27,0.94,11,0
732,0.27,0.95,11,0
733,0.27,0.96,11,0
734,0.27,0.97,11,0
735,0.27,0.98,11,0
736,0.27,0.99,11,0
737,0.27,1.0,11,0
738,0.28,0.6,10,1
739,0.28,0.61,10,1
740,0.28,0.62,10,1
741,0.28,0.63,10,1
742,0.28,0.64,10,1
743,0.28,0.65,10,1
744,0.28,0.66,10,1
745,0.28,0.67,10,1
746,0.28,0.68,10,1
747,0.28,0.69,10,1
748,0.28,0.7,10,1
749,0.28,0.71,10,1
750,0.28,0.72,10,1
751,0.28,0.73,10,1
752,0.28,0.74,10,1
753,0.28,0.75,10,0
754,0.28,0.76,10,0
755,0.28,0.77,10,0
756,0.28,0.78,10,0
757,0.28,0.79,10,0
758,0.28,0.8,10,0
759,0.28,0.81,10,0
760,0.28,0.82,10,0
761,0.28,0.83,10,0
762,0.28,0.84,10,0
763,0.28,0.85,10,0
764,0.28,0.86,10,0
765,0.28,0.87,10,0
766,0.28,0.88,10,0
767,0.28,0.89,10,0
768,0.28,0.9,10,0
769,0.28,0.91,10,0
770,0.28,0.92,10,0
771,0.28,0.93,10,0
772,0.28,0.94,10,0
773,0.28,0.95,10,0
774,0.28,0.96,10,0
775,0.28,0.97,10,0
776,0.28,0.98,10,0
777,0.28,0.99,10,0
778,0.28,1.0,10,0
779,0.29,0.6,10,1
780,0.29,0.61,10,1
781,0.29,0.62,10,1
782,0.29,0.63,10,1
783,0.29,0.64,10,1
784,0.29,0.65,10,1
785,0.29,0.66,10,1
786,0.29,0.67,10,1
787,0.29,0.68,10,1
788,0.29,0.69,10,1
789,0.29,0.7,10,1
790,0.29,0.71,10,1
791,0.29,0.72,10,1
792,0.29,0.73,10,1
793,0.29,0.74,10,1
794,0.29,0.75,10,0
795,0.29,0.76,10,0
796,0.29,0.77,10,0
797,0.29,0.78,10,0
798,0.29,0.79,10,0
799,0.29,0.8,10,0
800,0.29,0.81,10,0
801,0.29,0.82,10,0
802,0.29,0.83,10,0
803,0.29,0.84,10,0
804,0.29,0.85,10,0
805,0.29,0.86,10,0
806,0.29,0.87,10,0
807,0.29,0.88,10,0
808,0.29,0.89,10,0
809,0.29,0.9,10,0
810,0.29,0.91,10,0
811,0.29,0.92,10,0
812,0.29,0.93,10,0
813,0.29,0.94,10,0
814,0.29,0.95,10,0
815,0.29,0.96,10,0
816,0.29,0.97,10,0
817,0.29,0.98,10,0
818,0.29,0.99,10,0
819,0.29,1.0,10,0
820,0.3,0.6,9,0
821,0.3,0.61,9,0
822,0.3,0.62,9,0
823,0.3,0.63,9,0
824,0.3,0.64,9,0
825,0.3,0.65,9,0
826,0.3,0.66,9,0
827,0.3,0.67,9,0
828,0.3,0.68,9,0
829,0.3,0.69,9,0
830,0.3,0.7,9,0
831,0.3,0.71,9,0
832,0.3,0.72,9,0
833,0.3,0.73,9,0
834,0.3,0.74,9,0
835,0.3,0.75,9,0
836,0.3,0.76,9,0
837,0.3,0.77,9,0
838,0.3,0.78,9,0
839,0.3,0.79,9,0
840,0.3,0.8,9,0
841,0.3,0.81,9,0
842,0.3,0.82,9,0
843,0.3,0.83,9,0
844,0.3,0.84,9,0
845,0.3,0.85,9,0
846,0.3,0.86,9,0
847,0.3,0.87,9,0
848,0.3,0.88,9,0
849,0.3,0.89,9,0
850,0.3,0.9,9,0
851,0.3,0.91,9,0
852,0.3,0.92,9,0
853,0.3,0.93,9,0
854,0.3,0.94,9,0
855,0.3,0.95,9,0
856,0.3,0.96,9,0
857,0.3,0.97,9,0
858,0.3,0.98,9,0
859,0.3,0.99,9,0
860,0.3,1.0,9,0
861,0.31,0.6,9,0
862,0.31,0.61,9,0
863,0.31,0.62,9,0
864,0.31,0.63,9,0
865,0.31,0.64,9,0
866,0.31,0.65,9,0
867,0.31,0.66,9,0
868,0.31,0.67,9,0
869,0.31,0.68,9,0
870,0.31,0.69,9,0
871,0.31,0.7,9,0
872,0.31,0.71,9,0
873,0.31,0.72,9,0
874,0.31,0.73,9,0
875,0.31,0.74,9,0
876,0.31,0.75,9,0
877,0.31,0.76,9,0
878,0.31,0.77,9,0
879,0.31,0.78,9,0
880,0.31,0.79,9,0
881,0.31,0.8,9,0
882,0.31,0.81,9,0
883,0.31,0.82,9,0
884,0.31,0.83,9,0
885,0.31,0.84,9,0
886,0.31,0.85,9,0
887,0.31,0.86,9,0
888,0.31,0.87,9,0
889,0.31,0.88,9,0
890,0.31,0.89,9,0
891,0.31,0.9,9,0
892,0.31,0.91,9,0
893,0.31,0.92,9,0
894,0.31,0.93,9,0
895,0.31,0.94,9,0
896,0.31,0.95,9,0
897,0.31,0.96,9,0
898,0.31,0.97,9,0
899,0.31,0.98,9,0
900,0.31,0.99,9,0
901,0.31,1.0,9,0
902,0.32,0.6,9,0
903,0.32,0.61,9,0
904,0.32,0.62,9,0
905,0.32,0.63,9,0
906,0.32,0.64,9,0
907,0.32,0.65,9,0
908,0.32,0.66,9,0
909,0.32,0.67,9,0
910,0.32,0.68,9,0
911,0.32,0.69,9,0
912,0.32,0.7,9,0
913,0.32,0.71,9,0
914,0.32,0.72,9,0
915,0.32,0.73,9,0
916,0.32,0.74,9,0
917,0.32,0.75,9,0
918,0.32,0.76,9,0
919,0.32,0.77,9,0
920,0.32,0.78,9,0
921,0.32,0.79,9,0
922,0.32,0.8,9,0
923,0.32,0.81,9,0
924,0.32,0.82,9,0
925,0.32,0.83,9,0
926,0.32,0.84,9,0
927,0.32,0.85,9,0
928,0.32,0.86,9,0
929,0.32,0.87,9,0
930,0.32,0.88,9,0
931,0.32,0.89,9,0
932,0.32,0.9,9,0
933,0.32,0.91,9,0
934,0.32,0.92,9,0
935,0.32,0.93,9,0
936,0.32,0.94,9,0
937,0.32,0.95,9,0
938,0.32,0.96,9,0
939,0.32,0.97,9,0
940,0.32,0.98,9,0
941,0.32,0.99,9,0
942,0.32,1.0,9,0
943,0.33,0.6,9,0
944,0.33,0.61,9,0
945,0.33,0.62,9,0
946,0.33,0.63,9,0
947,0.33,0.64,9,0
948,0.33,0.65,9,0
949,0.33,0.66,9,0
950,0.33,0.67,9,0
951,0.33,0.68,9,0
952,0.33,0.69,9,0
953,0.33,0.7,9,0
954,0.33,0.71,9,0
955,0.33,0.72,9,0
956,0.33,0.73,9,0
957,0.33,0.74,9,0
958,0.33,0.75,9,0
959,0.33,0.76,9,0
960,0.33,0.77,9,0
961,0.33,0.78,9,0
962,0.33,0.79,9,0
963,0.33,0.8,9,0
964,0.33,0.81,9,0
965,0.33,0.82,9,0
966,0.33,0.83,9,0
967,0.33,0.84,9,0
968,0.33,0.85,9,0
969,0.33,0.86,9,0
970,0.33,0.87,9,0
971,0.33,0.88,9,0
972,0.33,0.89,9,0
973,0.33,0.9,9,0
974,0.33,0.91,9,0
975,0.33,0.92,9,0
976,0.33,0.93,9,0
977,0.33,0.94,9,0
978,0.33,0.95,9,0
979,0.33,0.96,9,0
980,0.33,0.97,9,0
981,0.33,0.98,9,0
982,0.33,0.99,9,0
983,0.33,1.0,9,0
984,0.34,0.6,8,0
985,0.34,0.61,8,0
986,0.34,0.62,8,0
987,0.34,0.63,8,0
988,0.34,0.64,8,0
989,0.34,0.65,8,0
990,0.34,0.66,8,0
991,0.34,0.67,8,0
992,0.34,0.68,8,0
993,0.34,0.69,8,0
994,0.34,0.7,8,0
995,0.34,0.71,8,0
996,0.34,0.72,8,0
